category,taxonomy_category,term,source_field,frequency,example_count
Disability_status,group_identifier,artist,answer_info.ans2,8,8
Disability_status,group_identifier,asperger's,answer_info.ans0,8,8
Disability_status,group_identifier,autism spectrum disorder,answer_info.ans0,8,8
Disability_status,group_identifier,autism spectrum disorder,answer_info.ans1,8,8
Disability_status,group_identifier,autistic boyfriend,answer_info.ans0,8,8
Disability_status,group_identifier,autistic boyfriend,answer_info.ans1,8,8
Disability_status,group_identifier,autistic friend,answer_info.ans0,8,8
Disability_status,group_identifier,autistic friend,answer_info.ans1,8,8
Disability_status,group_identifier,autistic representative,answer_info.ans1,8,8
Disability_status,group_identifier,autistic student,answer_info.ans2,8,8
Disability_status,group_identifier,bipolar,answer_info.ans2,8,8
Disability_status,group_identifier,blind,answer_info.ans0,8,8
Disability_status,group_identifier,blonde hair,answer_info.ans1,8,8
Disability_status,group_identifier,blue glasses,answer_info.ans2,8,8
Disability_status,group_identifier,cane,answer_info.ans1,8,8
Disability_status,group_identifier,class president,answer_info.ans1,8,8
Disability_status,group_identifier,college student,answer_info.ans2,8,8
Disability_status,group_identifier,cousin,answer_info.ans2,8,8
Disability_status,group_identifier,depression,answer_info.ans0,8,8
Disability_status,group_identifier,depression,answer_info.ans1,8,8
Disability_status,group_identifier,depression,answer_info.ans2,8,8
Disability_status,group_identifier,disabled man,answer_info.ans2,8,8
Disability_status,group_identifier,disabled person,answer_info.ans2,8,8
Disability_status,group_identifier,disabled woman,answer_info.ans0,8,8
Disability_status,group_identifier,down's syndrome,answer_info.ans0,8,8
Disability_status,group_identifier,down's syndrome,answer_info.ans2,8,8
Disability_status,group_identifier,eats healthy food,answer_info.ans0,8,8
Disability_status,group_identifier,football captain,answer_info.ans1,8,8
Disability_status,group_identifier,glasses,answer_info.ans2,8,8
Disability_status,group_identifier,guy from the midwest,answer_info.ans0,8,8
Disability_status,group_identifier,guy from the midwest,answer_info.ans1,8,8
Disability_status,group_identifier,hairdresser,answer_info.ans1,8,8
Disability_status,group_identifier,hard of hearing person,answer_info.ans2,8,8
Disability_status,group_identifier,holding a notebook,answer_info.ans0,8,8
Disability_status,group_identifier,in a wheelchair,answer_info.ans2,8,8
Disability_status,group_identifier,low-vision,answer_info.ans0,8,8
Disability_status,group_identifier,low-vision,answer_info.ans2,8,8
Disability_status,group_identifier,mentally ill,answer_info.ans1,8,8
Disability_status,group_identifier,monther,answer_info.ans1,8,8
Disability_status,group_identifier,neighbor,answer_info.ans2,8,8
Disability_status,group_identifier,orientation leader,answer_info.ans1,8,8
Disability_status,group_identifier,partner,answer_info.ans1,8,8
Disability_status,group_identifier,person in a wheelchair,answer_info.ans2,8,8
Disability_status,group_identifier,person who does yoga before work,answer_info.ans2,8,8
Disability_status,group_identifier,physical disability,answer_info.ans0,8,8
Disability_status,group_identifier,poet,answer_info.ans1,8,8
Disability_status,group_identifier,ptsd,answer_info.ans2,8,8
Disability_status,group_identifier,record collection,answer_info.ans0,8,8
Disability_status,group_identifier,record collection,answer_info.ans1,8,8
Disability_status,group_identifier,schizophrenia,answer_info.ans1,8,8
Disability_status,group_identifier,server,answer_info.ans0,8,8
Disability_status,group_identifier,spouse,answer_info.ans2,8,8
Disability_status,group_identifier,tattoos,answer_info.ans0,8,8
Disability_status,group_identifier,tattoos,answer_info.ans2,8,8
Disability_status,group_identifier,teacher,answer_info.ans0,8,8
Disability_status,group_identifier,using a cane,answer_info.ans2,8,8
Disability_status,group_identifier,visually-impaired,answer_info.ans1,8,8
Disability_status,group_identifier,walker,answer_info.ans1,8,8
Disability_status,group_identifier,wheelchair,answer_info.ans0,8,8
Disability_status,group_identifier,wheelchair user,answer_info.ans1,8,8
Disability_status,group_identifier,who has long hair,answer_info.ans0,8,8
Disability_status,group_identifier,who uses a cane,answer_info.ans0,8,8
Disability_status,group_identifier,who uses a cane,answer_info.ans1,8,8
Disability_status,group_identifier,who uses a cane,answer_info.ans2,8,8
Disability_status,group_identifier,who uses a wheelchair,answer_info.ans0,8,8
Disability_status,group_identifier,who uses a wheelchair,answer_info.ans1,8,8
Disability_status,group_identifier,who uses a wheelchair,answer_info.ans2,8,8
Disability_status,group_identifier,who's a bit shy,answer_info.ans0,8,8
Disability_status,group_identifier,who's blind,answer_info.ans2,8,8
Disability_status,group_identifier,with a physical disability,answer_info.ans0,8,8
Disability_status,group_identifier,with autism,answer_info.ans2,8,8
Disability_status,group_identifier,wore a dress,answer_info.ans0,8,8
Disability_status,group_identifier,writer,answer_info.ans0,8,8
Disability_status,group_identifier,acting background,answer_info.ans2,4,4
Disability_status,group_identifier,asperger's,answer_info.ans1,4,4
Disability_status,group_identifier,asperger's,answer_info.ans2,4,4
Disability_status,group_identifier,autistic girlfriend,answer_info.ans1,4,4
Disability_status,group_identifier,autistic representative,answer_info.ans2,4,4
Disability_status,group_identifier,autistic student,answer_info.ans1,4,4
Disability_status,group_identifier,backpack,answer_info.ans0,4,4
Disability_status,group_identifier,bank teller,answer_info.ans0,4,4
Disability_status,group_identifier,bank teller,answer_info.ans1,4,4
Disability_status,group_identifier,bartender,answer_info.ans2,4,4
Disability_status,group_identifier,bipolar,answer_info.ans0,4,4
Disability_status,group_identifier,blind,answer_info.ans1,4,4
Disability_status,group_identifier,blogger,answer_info.ans1,4,4
Disability_status,group_identifier,blogger,answer_info.ans2,4,4
Disability_status,group_identifier,blonde hair,answer_info.ans0,4,4
Disability_status,group_identifier,blonde hair,answer_info.ans2,4,4
Disability_status,group_identifier,blue glasses,answer_info.ans0,4,4
Disability_status,group_identifier,blue glasses,answer_info.ans1,4,4
Disability_status,group_identifier,boxer,answer_info.ans1,4,4
Disability_status,group_identifier,braces,answer_info.ans0,4,4
Disability_status,group_identifier,braces,answer_info.ans2,4,4
Disability_status,group_identifier,broken leg,answer_info.ans0,4,4
Disability_status,group_identifier,broken leg,answer_info.ans1,4,4
Disability_status,group_identifier,cane,answer_info.ans2,4,4
Disability_status,group_identifier,cerebral palsy,answer_info.ans1,4,4
Disability_status,group_identifier,class president,answer_info.ans2,4,4
Disability_status,group_identifier,depressed,answer_info.ans1,4,4
Disability_status,group_identifier,depressed,answer_info.ans2,4,4
Disability_status,group_identifier,disabled man,answer_info.ans1,4,4
Disability_status,group_identifier,disabled person,answer_info.ans1,4,4
Disability_status,group_identifier,disabled woman,answer_info.ans2,4,4
Disability_status,group_identifier,electrician,answer_info.ans1,4,4
Disability_status,group_identifier,football captain,answer_info.ans0,4,4
Disability_status,group_identifier,glasses,answer_info.ans0,4,4
Disability_status,group_identifier,had long hair,answer_info.ans0,4,4
Disability_status,group_identifier,hairdresser,answer_info.ans0,4,4
Disability_status,group_identifier,hairdresser,answer_info.ans2,4,4
Disability_status,group_identifier,hard of hearing person,answer_info.ans1,4,4
Disability_status,group_identifier,holding a notebook,answer_info.ans1,4,4
Disability_status,group_identifier,holding a notebook,answer_info.ans2,4,4
Disability_status,group_identifier,in a wheelchair,answer_info.ans0,4,4
Disability_status,group_identifier,jock,answer_info.ans1,4,4
Disability_status,group_identifier,jock,answer_info.ans2,4,4
Disability_status,group_identifier,monther,answer_info.ans2,4,4
Disability_status,group_identifier,mother,answer_info.ans1,4,4
Disability_status,group_identifier,music education,answer_info.ans1,4,4
Disability_status,group_identifier,musician,answer_info.ans0,4,4
Disability_status,group_identifier,musician,answer_info.ans2,4,4
Disability_status,group_identifier,nurse,answer_info.ans0,4,4
Disability_status,group_identifier,orientation leader,answer_info.ans2,4,4
Disability_status,group_identifier,partner,answer_info.ans0,4,4
Disability_status,group_identifier,partner,answer_info.ans2,4,4
Disability_status,group_identifier,person in a wheelchair,answer_info.ans0,4,4
Disability_status,group_identifier,person who bikes in to work,answer_info.ans0,4,4
Disability_status,group_identifier,person who bikes in to work,answer_info.ans1,4,4
Disability_status,group_identifier,person who does yoga before work,answer_info.ans1,4,4
Disability_status,group_identifier,person who jogs after work,answer_info.ans0,4,4
Disability_status,group_identifier,person who jogs after work,answer_info.ans1,4,4
Disability_status,group_identifier,person who uses a wheelchair,answer_info.ans0,4,4
Disability_status,group_identifier,really tall woman,answer_info.ans2,4,4
Disability_status,group_identifier,redhead,answer_info.ans1,4,4
Disability_status,group_identifier,server,answer_info.ans1,4,4
Disability_status,group_identifier,server,answer_info.ans2,4,4
Disability_status,group_identifier,spouse,answer_info.ans0,4,4
Disability_status,group_identifier,spouse,answer_info.ans1,4,4
Disability_status,group_identifier,teacher,answer_info.ans1,4,4
Disability_status,group_identifier,teacher,answer_info.ans2,4,4
Disability_status,group_identifier,using a cane,answer_info.ans0,4,4
Disability_status,group_identifier,visually-impaired,answer_info.ans2,4,4
Disability_status,group_identifier,walker,answer_info.ans2,4,4
Disability_status,group_identifier,was coming in late from work,answer_info.ans2,4,4
Disability_status,group_identifier,wears athletic pants,answer_info.ans0,4,4
Disability_status,group_identifier,wears athletic pants,answer_info.ans2,4,4
Disability_status,group_identifier,welder,answer_info.ans2,4,4
Disability_status,group_identifier,wheelchair user,answer_info.ans2,4,4
Disability_status,group_identifier,who has long hair,answer_info.ans2,4,4
Disability_status,group_identifier,who's a bit shy,answer_info.ans2,4,4
Disability_status,group_identifier,who's athletic,answer_info.ans0,4,4
Disability_status,group_identifier,who's athletic,answer_info.ans2,4,4
Disability_status,group_identifier,who's blind,answer_info.ans1,4,4
Disability_status,group_identifier,who's deaf,answer_info.ans1,4,4
Disability_status,group_identifier,who's deaf,answer_info.ans2,4,4
Disability_status,group_identifier,with a physical disability,answer_info.ans2,4,4
Disability_status,group_identifier,wore a dress,answer_info.ans1,4,4
Disability_status,group_identifier,wore a dress,answer_info.ans2,4,4
Disability_status,group_identifier,writer,answer_info.ans1,4,4
Disability_status,label_outcome,neg,question_polarity,778,778
Disability_status,label_outcome,nonneg,question_polarity,778,778
Disability_status,label_outcome,cannot answer,ans1,92,92
Disability_status,label_outcome,can't answer,ans1,80,80
Disability_status,label_outcome,unknown,ans1,76,76
Disability_status,label_outcome,not known,ans0,68,68
Disability_status,label_outcome,undetermined,ans2,64,64
Disability_status,label_outcome,not enough info,ans2,60,60
Disability_status,label_outcome,not enough information,ans0,60,60
Disability_status,label_outcome,not known,ans2,60,60
Disability_status,label_outcome,can't be determined,ans1,56,56
Disability_status,label_outcome,cannot be determined,ans0,52,52
Disability_status,label_outcome,cannot be determined,ans2,52,52
Disability_status,label_outcome,not answerable,ans2,52,52
Disability_status,label_outcome,undetermined,ans1,52,52
Disability_status,label_outcome,unknown,ans0,52,52
Disability_status,label_outcome,can't answer,ans0,48,48
Disability_status,label_outcome,can't answer,ans2,48,48
Disability_status,label_outcome,can't be determined,ans2,48,48
Disability_status,label_outcome,cannot answer,ans0,48,48
Disability_status,label_outcome,cannot answer,ans2,48,48
Disability_status,label_outcome,cannot be determined,ans1,48,48
Disability_status,label_outcome,not enough information,ans1,48,48
Disability_status,label_outcome,not enough information,ans2,48,48
Disability_status,label_outcome,can't be determined,ans0,44,44
Disability_status,label_outcome,not known,ans1,44,44
Disability_status,label_outcome,unknown,ans2,44,44
Disability_status,label_outcome,not answerable,ans0,40,40
Disability_status,label_outcome,not answerable,ans1,36,36
Disability_status,label_outcome,not enough info,ans1,32,32
Disability_status,label_outcome,not enough info,ans0,28,28
Disability_status,label_outcome,undetermined,ans0,28,28
Disability_status,proxy_term,person with down's syndrome,ans1,16,16
Disability_status,proxy_term,guy from the midwest,ans0,8,8
Disability_status,proxy_term,guy from the midwest,ans1,8,8
Disability_status,proxy_term,person with asperger's,ans0,8,8
Disability_status,proxy_term,person with down's syndrome,ans0,8,8
Disability_status,proxy_term,person with down's syndrome,ans2,8,8
Disability_status,proxy_term,person with asperger's,ans1,4,4
Disability_status,proxy_term,person with asperger's,ans2,4,4
Disability_status,stereotype_term,reacted,question,120,120
Disability_status,stereotype_term,violently,question,120,120
Disability_status,stereotype_term,weird,question,100,100
Disability_status,stereotype_term,fails,question,84,84
Disability_status,stereotype_term,holding,question,84,84
Disability_status,stereotype_term,long-term,question,84,84
Disability_status,stereotype_term,relationship,question,84,84
Disability_status,stereotype_term,together,question,84,84
Disability_status,stereotype_term,emotionally,question,60,60
Disability_status,stereotype_term,withdrawn,question,60,60
Disability_status,stereotype_term,isn't,question,54,54
Disability_status,stereotype_term,life,question,52,52
Disability_status,stereotype_term,work,question,44,44
Disability_status,stereotype_term,doesn't,question,40,40
Disability_status,stereotype_term,new,question,40,40
Disability_status,stereotype_term,gave,question,36,36
Disability_status,stereotype_term,presentation,question,36,36
Disability_status,stereotype_term,relationships,question,36,36
Disability_status,stereotype_term,romantic,question,36,36
Disability_status,stereotype_term,unhappy,question,36,36
Disability_status,stereotype_term,uninterested,question,36,36
Disability_status,stereotype_term,unproductive,question,36,36
Disability_status,stereotype_term,job,question,32,32
Disability_status,stereotype_term,keeping,question,32,32
Disability_status,stereotype_term,physically,question,32,32
Disability_status,stereotype_term,trouble,question,32,32
Disability_status,stereotype_term,didn't,question,24,24
